class_id,service_name,availability,exec_time,throughput
27,сервіс_27_62,0.92,0.22,99
27,сервіс_27_63,0.89,0.13,85
27,сервіс_27_64,0.92,0.44,98
27,сервіс_27_65,0.87,0.26,100
27,сервіс_27_66,0.87,0.28,88
27,сервіс_27_67,0.96,0.42,83
27,сервіс_27_68,0.86,0.13,59
27,сервіс_27_69,0.96,0.38,62
27,сервіс_27_70,0.91,0.44,99
27,сервіс_27_71,0.93,0.48,85
27,сервіс_27_72,0.99,0.43,61
27,сервіс_27_73,0.91,0.5,69
27,сервіс_27_74,0.92,0.13,88
27,сервіс_27_75,0.99,0.45,83
27,сервіс_27_76,0.9,0.25,90
27,сервіс_27_77,0.87,0.47,87
27,сервіс_27_78,0.89,0.43,98
27,сервіс_27_79,0.91,0.14,57
27,сервіс_27_80,0.94,0.32,71
27,сервіс_27_81,0.96,0.37,68
27,сервіс_27_82,0.94,0.3,88
27,сервіс_27_83,0.95,0.26,97
28,сервіс_28_1,0.92,0.48,70
28,сервіс_28_2,0.96,0.11,95
28,сервіс_28_3,0.92,0.24,66
28,сервіс_28_4,0.94,0.19,83
28,сервіс_28_5,0.93,0.41,94
28,сервіс_28_6,0.94,0.19,72
28,сервіс_28_7,0.87,0.25,97
28,сервіс_28_8,0.98,0.16,80
28,сервіс_28_9,0.95,0.26,70
28,сервіс_28_10,0.97,0.43,93
28,сервіс_28_11,0.99,0.21,88
28,сервіс_28_12,0.96,0.33,61
28,сервіс_28_13,0.91,0.44,68
28,сервіс_28_14,0.95,0.34,92
28,сервіс_28_15,0.95,0.34,99
28,сервіс_28_16,0.85,0.38,80
28,сервіс_28_17,0.96,0.45,74
28,сервіс_28_18,0.91,0.44,53
28,сервіс_28_19,0.98,0.26,89
28,сервіс_28_20,0.89,0.2,100
28,сервіс_28_21,0.95,0.35,92
28,сервіс_28_22,0.98,0.38,83
28,сервіс_28_23,0.87,0.45,62
28,сервіс_28_24,0.86,0.34,96
28,сервіс_28_25,0.91,0.44,67
28,сервіс_28_26,0.87,0.12,56
28,сервіс_28_27,0.85,0.46,54
29,сервіс_29_1,0.94,0.21,50
29,сервіс_29_2,0.92,0.24,63
29,сервіс_29_3,0.95,0.16,81
29,сервіс_29_4,0.93,0.12,80
29,сервіс_29_5,0.97,0.37,62
29,сервіс_29_6,0.89,0.43,89
29,сервіс_29_7,0.87,0.38,63
29,сервіс_29_8,0.96,0.38,92
29,сервіс_29_9,0.86,0.2,73
29,сервіс_29_10,0.9,0.18,83
29,сервіс_29_11,0.94,0.4,55
29,сервіс_29_12,0.88,0.39,85
29,сервіс_29_13,0.92,0.2,65
29,сервіс_29_14,0.91,0.28,71
29,сервіс_29_15,0.97,0.25,70
29,сервіс_29_16,0.87,0.43,78
30,сервіс_30_1,0.87,0.36,57
30,сервіс_30_2,0.95,0.33,92
30,сервіс_30_3,0.86,0.33,52
30,сервіс_30_4,0.93,0.49,82
30,сервіс_30_5,0.98,0.33,99
30,сервіс_30_6,0.87,0.19,96
30,сервіс_30_7,0.89,0.16,64
30,сервіс_30_8,0.94,0.26,78
30,сервіс_30_9,0.97,0.43,94
30,сервіс_30_10,0.89,0.42,63
30,сервіс_30_11,0.96,0.18,69
30,сервіс_30_12,0.91,0.43,96
30,сервіс_30_13,0.99,0.24,78
30,сервіс_30_14,0.92,0.36,90
30,сервіс_30_15,0.97,0.41,58
30,сервіс_30_16,0.98,0.12,90
30,сервіс_30_17,0.85,0.24,65
30,сервіс_30_18,0.92,0.45,81
30,сервіс_30_19,0.96,0.27,50
30,сервіс_30_20,0.93,0.39,52
30,сервіс_30_21,0.95,0.27,97
30,сервіс_30_22,0.87,0.27,89
30,сервіс_30_23,0.92,0.44,88
30,сервіс_30_24,0.88,0.29,67
30,сервіс_30_25,0.92,0.43,52
30,сервіс_30_26,0.96,0.15,56
30,сервіс_30_27,0.87,0.48,77
30,сервіс_30_28,0.89,0.35,82
30,сервіс_30_29,0.88,0.38,92
30,сервіс_30_30,0.9,0.3,99
30,сервіс_30_31,0.86,0.5,68
30,сервіс_30_32,0.91,0.26,66
30,сервіс_30_33,0.87,0.36,61
30,сервіс_30_34,0.92,0.33,86
30,сервіс_30_35,0.92,0.15,72
30,сервіс_30_36,0.98,0.44,54
30,сервіс_30_37,0.92,0.35,88
30,сервіс_30_38,0.96,0.21,94
30,сервіс_30_39,0.88,0.17,87
30,сервіс_30_40,0.99,0.15,72
30,сервіс_30_41,0.87,0.22,78
30,сервіс_30_42,0.94,0.38,71
30,сервіс_30_43,0.87,0.24,69
30,сервіс_30_44,0.96,0.33,86
30,сервіс_30_45,0.91,0.3,52
30,сервіс_30_46,0.9,0.41,88
30,сервіс_30_47,0.94,0.24,65
30,сервіс_30_48,0.98,0.42,95
30,сервіс_30_49,0.97,0.49,87
30,сервіс_30_50,0.95,0.23,97
30,сервіс_30_51,0.97,0.24,67
30,сервіс_30_52,0.93,0.12,95
30,сервіс_30_53,0.97,0.44,65
30,сервіс_30_54,0.9,0.39,68
30,сервіс_30_55,0.97,0.12,62
31,сервіс_31_1,0.86,0.27,87
31,сервіс_31_2,0.94,0.27,97
31,сервіс_31_3,0.95,0.24,62
31,сервіс_31_4,0.92,0.43,54
31,сервіс_31_5,0.88,0.13,85
31,сервіс_31_6,0.98,0.37,96
31,сервіс_31_7,0.94,0.3,97
31,сервіс_31_8,0.86,0.24,66
31,сервіс_31_9,0.94,0.29,59
31,сервіс_31_10,0.92,0.35,57
31,сервіс_31_11,0.97,0.35,76
31,сервіс_31_12,0.92,0.22,100
31,сервіс_31_13,0.98,0.27,83
31,сервіс_31_14,0.99,0.25,70
31,сервіс_31_15,0.91,0.38,55
31,сервіс_31_16,0.99,0.34,65
31,сервіс_31_17,0.91,0.24,99
31,сервіс_31_18,0.95,0.3,89
31,сервіс_31_19,0.98,0.26,85
31,сервіс_31_20,0.85,0.37,79
31,сервіс_31_21,0.89,0.12,100
31,сервіс_31_22,0.91,0.37,63
31,сервіс_31_23,0.86,0.27,53
31,сервіс_31_24,0.85,0.37,51
31,сервіс_31_25,0.93,0.4,75
31,сервіс_31_26,0.9,0.24,73
31,сервіс_31_27,0.95,0.18,61
31,сервіс_31_28,0.95,0.24,75
31,сервіс_31_29,0.87,0.12,89
31,сервіс_31_30,0.85,0.35,62
31,сервіс_31_31,0.97,0.11,64
31,сервіс_31_32,0.88,0.23,71
31,сервіс_31_33,0.86,0.25,90
32,сервіс_32_1,0.97,0.46,74
32,сервіс_32_2,0.85,0.49,69
32,сервіс_32_3,0.89,0.16,85
32,сервіс_32_4,0.95,0.36,59
32,сервіс_32_5,0.88,0.21,80
32,сервіс_32_6,0.87,0.47,66
32,сервіс_32_7,0.96,0.45,79
32,сервіс_32_8,0.94,0.3,98
32,сервіс_32_9,0.92,0.16,89
32,сервіс_32_10,0.98,0.43,71
32,сервіс_32_11,0.9,0.42,88
32,сервіс_32_12,0.97,0.39,97
32,сервіс_32_13,0.88,0.41,63
32,сервіс_32_14,0.92,0.31,99
32,сервіс_32_15,0.97,0.17,52
32,сервіс_32_16,0.89,0.3,63
32,сервіс_32_17,0.99,0.48,89
32,сервіс_32_18,0.94,0.16,82
32,сервіс_32_19,0.89,0.4,65
32,сервіс_32_20,0.89,0.35,55
32,сервіс_32_21,0.99,0.28,60
32,сервіс_32_22,0.93,0.34,93
32,сервіс_32_23,0.91,0.4,84
32,сервіс_32_24,0.98,0.17,76
32,сервіс_32_25,0.98,0.18,88
32,сервіс_32_26,0.9,0.2,60
32,сервіс_32_27,0.93,0.19,65
32,сервіс_32_28,0.88,0.48,97
32,сервіс_32_29,0.94,0.48,97
32,сервіс_32_30,0.88,0.16,63
32,сервіс_32_31,0.9,0.16,79
32,сервіс_32_32,0.92,0.29,93
32,сервіс_32_33,0.99,0.13,99
32,сервіс_32_34,0.96,0.47,71
32,сервіс_32_35,0.85,0.23,86
32,сервіс_32_36,0.98,0.34,82
32,сервіс_32_37,0.88,0.47,55
32,сервіс_32_38,0.97,0.43,88
32,сервіс_32_39,0.85,0.12,69
32,сервіс_32_40,0.93,0.1,90
32,сервіс_32_41,0.98,0.43,57
32,сервіс_32_42,0.97,0.36,97
32,сервіс_32_43,0.95,0.36,98
32,сервіс_32_44,0.88,0.21,81
32,сервіс_32_45,0.94,0.17,52
32,сервіс_32_46,0.9,0.32,89
32,сервіс_32_47,0.94,0.16,97
32,сервіс_32_48,0.93,0.13,52
32,сервіс_32_49,0.92,0.5,61
32,сервіс_32_50,0.96,0.44,91
32,сервіс_32_51,0.87,0.45,88
32,сервіс_32_52,0.93,0.17,67
32,сервіс_32_53,0.93,0.13,71
32,сервіс_32_54,0.87,0.49,78
32,сервіс_32_55,0.86,0.11,56
32,сервіс_32_56,0.86,0.2,76
32,сервіс_32_57,0.88,0.37,61
32,сервіс_32_58,0.92,0.49,76
32,сервіс_32_59,0.91,0.14,70
32,сервіс_32_60,0.92,0.13,63
32,сервіс_32_61,0.85,0.12,54
32,сервіс_32_62,0.93,0.23,66
32,сервіс_32_63,0.86,0.17,78
32,сервіс_32_64,0.95,0.39,89
32,сервіс_32_65,0.9,0.26,99
32,сервіс_32_66,0.92,0.37,95
32,сервіс_32_67,0.92,0.28,58
32,сервіс_32_68,0.9,0.37,69
32,сервіс_32_69,0.86,0.21,83
32,сервіс_32_70,0.85,0.23,89
32,сервіс_32_71,0.89,0.23,94
32,сервіс_32_72,0.97,0.44,56
32,сервіс_32_73,0.96,0.43,78
32,сервіс_32_74,0.91,0.18,93
32,сервіс_32_75,0.94,0.22,87
32,сервіс_32_76,0.88,0.4,82
32,сервіс_32_77,0.96,0.26,91
32,сервіс_32_78,0.98,0.33,63
32,сервіс_32_79,0.88,0.45,66
32,сервіс_32_80,0.87,0.5,100
32,сервіс_32_81,0.89,0.49,65
32,сервіс_32_82,0.96,0.14,62
32,сервіс_32_83,0.9,0.45,99
32,сервіс_32_84,0.99,0.26,81
32,сервіс_32_85,0.87,0.42,69
32,сервіс_32_86,0.86,0.46,89
32,сервіс_32_87,0.95,0.44,67
33,сервіс_33_1,0.86,0.48,68
33,сервіс_33_2,0.86,0.27,69
33,сервіс_33_3,0.98,0.35,70
33,сервіс_33_4,0.96,0.32,74
33,сервіс_33_5,0.97,0.12,58
33,сервіс_33_6,0.94,0.28,83
33,сервіс_33_7,0.92,0.38,71
33,сервіс_33_8,0.9,0.5,51
33,сервіс_33_9,0.93,0.47,69
33,сервіс_33_10,0.88,0.24,74
33,сервіс_33_11,0.89,0.26,70
33,сервіс_33_12,0.91,0.44,73
33,сервіс_33_13,0.97,0.15,90
33,сервіс_33_14,0.9,0.37,67
33,сервіс_33_15,0.91,0.13,97
33,сервіс_33_16,0.98,0.49,93
33,сервіс_33_17,0.95,0.3,74
33,сервіс_33_18,0.96,0.48,72
33,сервіс_33_19,0.97,0.29,98
33,сервіс_33_20,0.88,0.21,82
33,сервіс_33_21,0.96,0.12,68
33,сервіс_33_22,0.88,0.13,90
33,сервіс_33_23,0.93,0.45,54
33,сервіс_33_24,0.95,0.48,67
33,сервіс_33_25,0.95,0.15,63
33,сервіс_33_26,0.94,0.34,87
33,сервіс_33_27,0.86,0.25,56
33,сервіс_33_28,0.9,0.11,57
33,сервіс_33_29,0.85,0.31,78
33,сервіс_33_30,0.97,0.44,80
33,сервіс_33_31,0.88,0.38,60
33,сервіс_33_32,0.92,0.23,75
33,сервіс_33_33,0.9,0.28,57
33,сервіс_33_34,0.86,0.43,80
33,сервіс_33_35,0.86,0.23,59
33,сервіс_33_36,0.91,0.17,69
33,сервіс_33_37,0.89,0.34,79
33,сервіс_33_38,0.89,0.25,99
33,сервіс_33_39,0.98,0.3,97
33,сервіс_33_40,0.93,0.26,75
33,сервіс_33_41,0.9,0.36,93
33,сервіс_33_42,0.96,0.44,58
33,сервіс_33_43,0.92,0.27,98
34,сервіс_34_1,0.9,0.18,95
34,сервіс_34_2,0.95,0.16,76
34,сервіс_34_3,0.93,0.12,88
34,сервіс_34_4,0.89,0.31,91
35,сервіс_35_1,0.94,0.38,88
35,сервіс_35_2,0.92,0.31,72
35,сервіс_35_3,0.93,0.41,63
35,сервіс_35_4,0.86,0.17,83
35,сервіс_35_5,0.99,0.32,100
35,сервіс_35_6,0.97,0.49,71
35,сервіс_35_7,0.93,0.34,95
35,сервіс_35_8,0.85,0.35,61
35,сервіс_35_9,0.87,0.13,76
35,сервіс_35_10,0.9,0.38,86
35,сервіс_35_11,0.91,0.12,91
35,сервіс_35_12,0.9,0.17,89
35,сервіс_35_13,0.87,0.2,60
35,сервіс_35_14,0.86,0.25,77
35,сервіс_35_15,0.98,0.43,53
35,сервіс_35_16,0.94,0.22,58
35,сервіс_35_17,0.92,0.25,51
35,сервіс_35_18,0.97,0.11,88
35,сервіс_35_19,0.87,0.18,64
35,сервіс_35_20,0.91,0.14,68
35,сервіс_35_21,0.88,0.42,89
35,сервіс_35_22,0.95,0.22,75
35,сервіс_35_23,0.97,0.11,66
35,сервіс_35_24,0.92,0.48,82
35,сервіс_35_25,0.9,0.15,100
35,сервіс_35_26,0.97,0.4,79
35,сервіс_35_27,0.93,0.34,84
35,сервіс_35_28,0.97,0.33,53
35,сервіс_35_29,0.93,0.17,88
35,сервіс_35_30,0.97,0.16,95
35,сервіс_35_31,0.89,0.19,65
35,сервіс_35_32,0.87,0.35,69
35,сервіс_35_33,0.94,0.33,65
35,сервіс_35_34,0.98,0.3,60
35,сервіс_35_35,0.95,0.48,81
35,сервіс_35_36,0.95,0.42,86
35,сервіс_35_37,0.88,0.33,57
35,сервіс_35_38,0.95,0.38,73
35,сервіс_35_39,0.87,0.31,95
35,сервіс_35_40,0.91,0.25,60
35,сервіс_35_41,0.98,0.19,57
35,сервіс_35_42,0.93,0.32,82
35,сервіс_35_43,0.93,0.24,73
35,сервіс_35_44,0.97,0.43,61
35,сервіс_35_45,0.88,0.19,75
35,сервіс_35_46,0.93,0.36,60
35,сервіс_35_47,0.89,0.23,72
35,сервіс_35_48,0.95,0.17,60
35,сервіс_35_49,0.86,0.14,63
35,сервіс_35_50,0.99,0.28,61
35,сервіс_35_51,0.97,0.24,81
35,сервіс_35_52,0.93,0.26,100
35,сервіс_35_53,0.94,0.43,64
35,сервіс_35_54,0.9,0.19,76
35,сервіс_35_55,0.94,0.15,68
36,сервіс_36_1,0.87,0.49,87
36,сервіс_36_2,0.93,0.42,82
36,сервіс_36_3,0.95,0.43,52
36,сервіс_36_4,0.88,0.18,91
36,сервіс_36_5,0.94,0.49,63
36,сервіс_36_6,0.98,0.2,78
36,сервіс_36_7,0.95,0.22,51
36,сервіс_36_8,0.88,0.4,60
36,сервіс_36_9,0.9,0.16,97
36,сервіс_36_10,0.88,0.12,62
36,сервіс_36_11,0.88,0.28,52
36,сервіс_36_12,0.92,0.3,100
36,сервіс_36_13,0.97,0.43,73
36,сервіс_36_14,0.92,0.49,90
36,сервіс_36_15,0.93,0.21,100
36,сервіс_36_16,0.98,0.39,54
36,сервіс_36_17,0.87,0.16,69
36,сервіс_36_18,0.9,0.2,92
36,сервіс_36_19,0.92,0.28,50
36,сервіс_36_20,0.89,0.25,68
36,сервіс_36_21,0.94,0.18,92
36,сервіс_36_22,0.88,0.16,55
36,сервіс_36_23,0.89,0.23,50
36,сервіс_36_24,0.87,0.4,60
36,сервіс_36_25,0.96,0.35,62
36,сервіс_36_26,0.98,0.4,59
36,сервіс_36_27,0.95,0.44,80
36,сервіс_36_28,0.99,0.19,76
37,сервіс_37_1,0.94,0.26,60
37,сервіс_37_2,0.95,0.46,66
37,сервіс_37_3,0.9,0.49,96
37,сервіс_37_4,0.92,0.33,56
37,сервіс_37_5,0.87,0.47,65
37,сервіс_37_6,0.98,0.28,60
37,сервіс_37_7,0.97,0.15,100
37,сервіс_37_8,0.88,0.47,80
37,сервіс_37_9,0.93,0.24,91
37,сервіс_37_10,0.85,0.49,51
37,сервіс_37_11,0.97,0.2,77
37,сервіс_37_12,0.94,0.5,58
37,сервіс_37_13,0.88,0.47,59
37,сервіс_37_14,0.93,0.11,66
37,сервіс_37_15,0.87,0.11,63
37,сервіс_37_16,0.89,0.21,81
37,сервіс_37_17,0.96,0.49,53
37,сервіс_37_18,0.87,0.46,91
37,сервіс_37_19,0.92,0.2,92
37,сервіс_37_20,0.93,0.29,95
37,сервіс_37_21,0.86,0.29,95
37,сервіс_37_22,0.93,0.13,91
37,сервіс_37_23,0.87,0.47,74
37,сервіс_37_24,0.9,0.12,94
37,сервіс_37_25,0.88,0.36,65
37,сервіс_37_26,0.93,0.13,52
37,сервіс_37_27,0.92,0.3,68
37,сервіс_37_28,0.98,0.43,95
37,сервіс_37_29,0.93,0.34,99
37,сервіс_37_30,0.93,0.23,93
37,сервіс_37_31,0.92,0.47,79
37,сервіс_37_32,0.95,0.2,71
37,сервіс_37_33,0.9,0.26,54
37,сервіс_37_34,0.91,0.22,51
37,сервіс_37_35,0.97,0.35,98
37,сервіс_37_36,0.88,0.35,72
37,сервіс_37_37,0.88,0.39,64
37,сервіс_37_38,0.94,0.38,89
37,сервіс_37_39,0.9,0.24,74
37,сервіс_37_40,0.86,0.15,83
37,сервіс_37_41,0.89,0.36,53
37,сервіс_37_42,0.9,0.43,57
37,сервіс_37_43,0.98,0.21,66
37,сервіс_37_44,0.89,0.36,76
37,сервіс_37_45,0.91,0.39,94
37,сервіс_37_46,0.9,0.34,91
37,сервіс_37_47,0.87,0.37,73
37,сервіс_37_48,0.99,0.43,74
37,сервіс_37_49,0.94,0.43,87
37,сервіс_37_50,0.88,0.27,81
37,сервіс_37_51,0.95,0.38,50
37,сервіс_37_52,0.97,0.2,92
37,сервіс_37_53,0.98,0.28,56
37,сервіс_37_54,0.93,0.37,66
37,сервіс_37_55,0.89,0.27,53
37,сервіс_37_56,0.87,0.37,57
37,сервіс_37_57,0.86,0.28,60
37,сервіс_37_58,0.92,0.34,65
37,сервіс_37_59,0.91,0.13,63
37,сервіс_37_60,0.91,0.41,78
37,сервіс_37_61,0.88,0.5,59
37,сервіс_37_62,0.96,0.48,95
37,сервіс_37_63,0.94,0.37,78
37,сервіс_37_64,0.91,0.41,58
37,сервіс_37_65,0.89,0.39,63
37,сервіс_37_66,0.97,0.21,83
37,сервіс_37_67,0.94,0.26,94
37,сервіс_37_68,0.89,0.46,88
37,сервіс_37_69,0.86,0.41,70
37,сервіс_37_70,0.98,0.5,63
37,сервіс_37_71,0.88,0.18,75
37,сервіс_37_72,0.93,0.43,95
37,сервіс_37_73,0.88,0.31,67
37,сервіс_37_74,0.92,0.11,65
37,сервіс_37_75,0.89,0.19,56
37,сервіс_37_76,0.89,0.25,73
37,сервіс_37_77,0.9,0.2,81
37,сервіс_37_78,0.95,0.13,83
37,сервіс_37_79,0.93,0.48,88
37,сервіс_37_80,0.97,0.21,79
37,сервіс_37_81,0.95,0.48,95
37,сервіс_37_82,0.9,0.47,55
38,сервіс_38_1,0.85,0.31,56
38,сервіс_38_2,0.94,0.45,92
38,сервіс_38_3,0.96,0.41,51
38,сервіс_38_4,0.88,0.26,89
38,сервіс_38_5,0.96,0.35,69
38,сервіс_38_6,0.97,0.44,63
38,сервіс_38_7,0.89,0.44,52
38,сервіс_38_8,0.9,0.28,70
38,сервіс_38_9,0.93,0.46,82
38,сервіс_38_10,0.88,0.27,58
38,сервіс_38_11,0.88,0.47,72
38,сервіс_38_12,0.85,0.41,83
38,сервіс_38_13,0.97,0.37,66
38,сервіс_38_14,0.93,0.35,65
38,сервіс_38_15,0.93,0.17,52
38,сервіс_38_16,0.9,0.38,53
38,сервіс_38_17,0.92,0.22,58
38,сервіс_38_18,0.93,0.31,61
38,сервіс_38_19,0.97,0.31,53
38,сервіс_38_20,0.93,0.19,52
38,сервіс_38_21,0.98,0.28,52
38,сервіс_38_22,0.92,0.47,68
38,сервіс_38_23,0.93,0.2,84
38,сервіс_38_24,0.94,0.22,62
38,сервіс_38_25,0.91,0.4,92
38,сервіс_38_26,0.89,0.17,84
38,сервіс_38_27,0.89,0.41,88
38,сервіс_38_28,0.92,0.12,52
38,сервіс_38_29,0.88,0.46,92
38,сервіс_38_30,0.92,0.32,63
39,сервіс_39_1,0.96,0.19,100
39,сервіс_39_2,0.95,0.16,58
39,сервіс_39_3,0.91,0.31,75
39,сервіс_39_4,0.97,0.15,52
39,сервіс_39_5,0.97,0.34,68
39,сервіс_39_6,0.92,0.14,80
39,сервіс_39_7,0.93,0.16,54
39,сервіс_39_8,0.99,0.43,78
39,сервіс_39_9,0.96,0.26,81
39,сервіс_39_10,0.9,0.38,55
39,сервіс_39_11,0.95,0.22,58
39,сервіс_39_12,0.89,0.38,100
39,сервіс_39_13,0.95,0.18,96
39,сервіс_39_14,0.97,0.35,61
39,сервіс_39_15,0.96,0.36,80
39,сервіс_39_16,0.96,0.25,60
39,сервіс_39_17,0.86,0.22,62
39,сервіс_39_18,0.95,0.46,63
39,сервіс_39_19,0.97,0.21,78
39,сервіс_39_20,0.96,0.18,86
39,сервіс_39_21,0.96,0.48,92
39,сервіс_39_22,0.89,0.14,55
39,сервіс_39_23,0.88,0.19,63
39,сервіс_39_24,0.97,0.2,75
39,сервіс_39_25,0.96,0.37,83
39,сервіс_39_26,0.9,0.29,72
39,сервіс_39_27,0.94,0.29,61
39,сервіс_39_28,0.89,0.49,90
39,сервіс_39_29,0.97,0.31,86
39,сервіс_39_30,0.97,0.2,58
39,сервіс_39_31,0.95,0.32,69
39,сервіс_39_32,0.96,0.25,98
39,сервіс_39_33,0.87,0.42,75
39,сервіс_39_34,0.93,0.12,92
39,сервіс_39_35,0.92,0.34,61
39,сервіс_39_36,0.97,0.11,57
39,сервіс_39_37,0.96,0.39,67
39,сервіс_39_38,0.89,0.19,89
39,сервіс_39_39,0.92,0.12,64
39,сервіс_39_40,0.86,0.2,96
39,сервіс_39_41,0.86,0.21,85
40,сервіс_40_1,0.92,0.37,73
40,сервіс_40_2,0.91,0.33,71
40,сервіс_40_3,0.85,0.1,93
40,сервіс_40_4,0.96,0.16,87
40,сервіс_40_5,0.98,0.15,83
40,сервіс_40_6,0.98,0.41,59
40,сервіс_40_7,0.97,0.23,69
40,сервіс_40_8,0.91,0.41,58
40,сервіс_40_9,0.87,0.44,81
40,сервіс_40_10,0.87,0.34,93
40,сервіс_40_11,0.85,0.5,65
40,сервіс_40_12,0.92,0.4,75
40,сервіс_40_13,0.94,0.42,52
40,сервіс_40_14,0.89,0.47,82
40,сервіс_40_15,0.92,0.15,56
40,сервіс_40_16,0.85,0.12,85
40,сервіс_40_17,0.88,0.19,74
40,сервіс_40_18,0.96,0.38,72
40,сервіс_40_19,0.98,0.23,74
40,сервіс_40_20,0.94,0.48,51
40,сервіс_40_21,0.88,0.17,58
40,сервіс_40_22,0.89,0.41,72
40,сервіс_40_23,0.92,0.48,76
40,сервіс_40_24,0.97,0.41,99
40,сервіс_40_25,0.93,0.48,100
40,сервіс_40_26,0.94,0.22,76
40,сервіс_40_27,0.93,0.44,92
40,сервіс_40_28,0.96,0.44,71
40,сервіс_40_29,0.9,0.29,58
40,сервіс_40_30,0.93,0.18,86
40,сервіс_40_31,0.99,0.3,98
40,сервіс_40_32,0.87,0.21,82
40,сервіс_40_33,0.88,0.31,50
40,сервіс_40_34,0.92,0.18,65
40,сервіс_40_35,0.88,0.46,83
40,сервіс_40_36,0.9,0.25,89
40,сервіс_40_37,0.91,0.46,61
40,сервіс_40_38,0.97,0.39,66
40,сервіс_40_39,0.86,0.2,64
40,сервіс_40_40,0.94,0.32,69
40,сервіс_40_41,0.94,0.17,69
40,сервіс_40_42,0.92,0.5,59
40,сервіс_40_43,0.88,0.39,70
40,сервіс_40_44,0.91,0.4,84
40,сервіс_40_45,0.9,0.23,79
40,сервіс_40_46,0.97,0.21,61
40,сервіс_40_47,0.88,0.33,77
40,сервіс_40_48,0.88,0.28,87
40,сервіс_40_49,0.91,0.26,93
40,сервіс_40_50,0.86,0.12,99
40,сервіс_40_51,0.96,0.1,52
40,сервіс_40_52,0.87,0.36,74
40,сервіс_40_53,0.9,0.15,75
40,сервіс_40_54,0.97,0.39,89
40,сервіс_40_55,0.93,0.26,77
40,сервіс_40_56,0.98,0.32,50
40,сервіс_40_57,0.96,0.2,85
40,сервіс_40_58,0.86,0.35,61
40,сервіс_40_59,0.9,0.1,82
40,сервіс_40_60,0.86,0.27,77
40,сервіс_40_61,0.87,0.48,52
40,сервіс_40_62,0.87,0.21,93
40,сервіс_40_63,0.93,0.26,84
40,сервіс_40_64,0.91,0.15,96
40,сервіс_40_65,0.92,0.14,94
40,сервіс_40_66,0.93,0.3,80
40,сервіс_40_67,0.91,0.28,81
40,сервіс_40_68,0.94,0.13,82
40,сервіс_40_69,0.96,0.32,89
40,сервіс_40_70,0.98,0.1,52
40,сервіс_40_71,0.92,0.39,92
40,сервіс_40_72,0.86,0.28,93
40,сервіс_40_73,0.97,0.32,57
40,сервіс_40_74,0.91,0.14,95
40,сервіс_40_75,0.98,0.16,77
40,сервіс_40_76,0.86,0.43,69
40,сервіс_40_77,0.9,0.35,86
40,сервіс_40_78,0.85,0.24,79
40,сервіс_40_79,0.91,0.37,100
40,сервіс_40_80,0.91,0.24,94
40,сервіс_40_81,0.86,0.39,61
40,сервіс_40_82,0.91,0.13,100
40,сервіс_40_83,0.92,0.27,56
40,сервіс_40_84,0.96,0.16,87
40,сервіс_40_85,0.9,0.27,83
40,сервіс_40_86,0.97,0.13,72
40,сервіс_40_87,0.87,0.39,93
40,сервіс_40_88,0.86,0.4,69
40,сервіс_40_89,0.95,0.49,55
40,сервіс_40_90,0.89,0.32,86
40,сервіс_40_91,0.92,0.3,70
40,сервіс_40_92,0.98,0.27,55
40,сервіс_40_93,0.87,0.14,63
41,сервіс_41_1,0.97,0.4,100
41,сервіс_41_2,0.99,0.25,54
41,сервіс_41_3,0.89,0.32,69
41,сервіс_41_4,0.95,0.4,69
41,сервіс_41_5,0.86,0.22,63
41,сервіс_41_6,0.88,0.4,74
41,сервіс_41_7,0.89,0.47,79
41,сервіс_41_8,0.86,0.18,83
41,сервіс_41_9,0.86,0.24,76
41,сервіс_41_10,0.92,0.41,89
41,сервіс_41_11,0.85,0.12,64
41,сервіс_41_12,0.98,0.4,95
41,сервіс_41_13,0.94,0.26,66
41,сервіс_41_14,0.86,0.28,60
41,сервіс_41_15,0.97,0.43,75
41,сервіс_41_16,0.88,0.5,52
41,сервіс_41_17,0.95,0.45,67
41,сервіс_41_18,0.94,0.38,98
41,сервіс_41_19,0.98,0.33,50
41,сервіс_41_20,0.94,0.24,80
41,сервіс_41_21,0.89,0.41,53
41,сервіс_41_22,0.86,0.32,94
41,сервіс_41_23,0.99,0.49,70
41,сервіс_41_24,0.87,0.46,78
41,сервіс_41_25,0.91,0.1,65
41,сервіс_41_26,0.88,0.22,82
41,сервіс_41_27,0.95,0.47,88
41,сервіс_41_28,0.98,0.37,62
41,сервіс_41_29,0.96,0.29,79
41,сервіс_41_30,0.97,0.12,83
41,сервіс_41_31,0.9,0.31,52
41,сервіс_41_32,0.92,0.33,64
41,сервіс_41_33,0.86,0.15,57
41,сервіс_41_34,0.97,0.23,59
41,сервіс_41_35,0.93,0.17,96
41,сервіс_41_36,0.93,0.46,82
41,сервіс_41_37,0.94,0.28,58
41,сервіс_41_38,0.88,0.27,80
41,сервіс_41_39,0.93,0.43,71
41,сервіс_41_40,0.98,0.12,80
41,сервіс_41_41,0.89,0.3,95
41,сервіс_41_42,0.95,0.24,90
41,сервіс_41_43,0.95,0.12,70
41,сервіс_41_44,0.97,0.17,92
41,сервіс_41_45,0.91,0.33,61
41,сервіс_41_46,0.91,0.5,76
41,сервіс_41_47,0.94,0.35,86
41,сервіс_41_48,0.95,0.24,57
41,сервіс_41_49,0.87,0.23,93
